id,vp_x,vp_y,vp_z,euler_1,euler_2,euler_3,increment,n0_x,n0_y,n0_z,n1_x,n1_y,n1_z,n2_x,n2_y,n2_z,n3_x,n3_y,n3_z,n4_x,n4_y,n4_z,n5_x,n5_y,n5_z,n6_x,n6_y,n6_z,n7_x,n7_y,n7_z,n8_x,n8_y,n8_z,n9_x,n9_y,n9_z,n10_x,n10_y,n10_z,n11_x,n11_y,n11_z,n12_x,n12_y,n12_z,n13_x,n13_y,n13_z,n14_x,n14_y,n14_z,n15_x,n15_y,n15_z,n16_x,n16_y,n16_z,n17_x,n17_y,n17_z,n18_x,n18_y,n18_z,n19_x,n19_y,n19_z,n20_x,n20_y,n20_z,n21_x,n21_y,n21_z,n22_x,n22_y,n22_z,n23_x,n23_y,n23_z,n24_x,n24_y,n24_z
000558,0.500643,0.705774,0.508453,157.704,326.996,203.187,0.0005,0.508109,0.762193,0.401108,-0.637824,0.637469,0.432219,-0.648408,0.35431,-0.673819,0.518753,0.491108,-0.699792,0.994082,0.104923,-0.0281406,-0.119715,0.964881,-0.233821,0,0,0,0.621069,0.761055,-0.187264,-0.782549,0.605603,-0.144438,0.708388,0.250651,0.659819,0,0,0,-0.0811157,0.856466,0.509791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865754,0.461712,0.193113,-0.93134,0.270745,0.243523,-0.934967,0.121777,-0.333178,0.866904,0.31382,-0.387291,0.192218,0.978993,0.0680006,-0.403542,0.911043,0.0845803,-0.410025,0.767941,-0.492084,0,0,0
000559,0.505811,0.704192,0.509714,157.704,326.996,203.187,0.0005,0.507243,0.761804,0.402938,-0.639887,0.640255,0.424992,-0.645562,0.353882,-0.67677,0.521995,0.490714,-0.697654,0.994312,0.104947,-0.0181441,-0.119636,0.96418,-0.236736,0,0,0,0.621659,0.761767,-0.182351,-0.781797,0.604384,-0.153337,0.706372,0.249411,0.662445,0,0,0,-0.0812471,0.857986,0.507208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864214,0.461462,0.200466,-0.933995,0.270995,0.23284,-0.932189,0.120913,-0.34118,0.86997,0.314922,-0.379442,0.192225,0.979027,0.0675018,-0.404194,0.91129,0.0786002,-0.40911,0.766191,-0.495561,0,0,0
000560,0.504731,0.70055,0.507417,227.834,46.2251,134.027,0.0005,0.505248,0.794808,0.336162,-0.641678,0.673518,0.36691,0,0,0,0,0,0,0.994264,0.103599,-0.0265886,-0.120076,0.938788,-0.322891,0,0,0,0.620911,0.742958,-0.249966,-0.781225,0.588504,-0.208208,0.703601,0.306305,0.641189,-0.709417,0.161423,0.686055,-0.0843228,0.898657,0.430471,0,0,0,0.265071,0.616317,0.741546,-0.337395,0.555289,0.760144,0,0,0,0,0,0,0.863697,0.477904,0.160112,-0.934468,0.289276,0.20758,-0.931057,0.0905829,-0.353451,0.869632,0.280449,-0.406311,0.19068,0.98145,-0.0199344,-0.405749,0.913978,-0.00357301,-0.407669,0.718043,-0.56411,0,0,0
000561,0.500145,0.708029,0.506238,227.834,46.2251,134.027,0.0005,0.50433,0.793386,0.340867,-0.638343,0.669999,0.378971,0,0,0,0,0,0,0.99402,0.103574,-0.0345845,-0.120446,0.941948,-0.313412,0,0,0,0.621233,0.743338,-0.248029,-0.783841,0.589229,-0.195965,0.704388,0.306102,0.640421,-0.704716,0.160356,0.69113,-0.0839314,0.894104,0.439924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864217,0.47762,0.158138,-0.931873,0.288997,0.219302,-0.933965,0.0913666,-0.345487,0.867533,0.280301,-0.410874,0.19071,0.981591,-0.0104365,-0.405272,0.914137,0.0104261,-0.409248,0.722942,-0.556661,0,0,0
000562,0.503419,0.701384,0.502757,227.834,46.2251,134.027,0.0005,0.504791,0.794099,0.338515,-0.64077,0.671834,0.371556,0,0,0,0,0,0,0.994194,0.103592,-0.0290874,-0.12002,0.938306,-0.32431,0,0,0,0.620121,0.7428,-0.252384,-0.78191,0.587767,-0.207718,0.701043,0.305739,0.644253,-0.70539,0.160509,0.690407,-0.0841376,0.896501,0.434979,0,0,0,0.26419,0.613054,0.744559,0,0,0,0,0,0,0,0,0,0.863697,0.477904,0.160112,-0.933566,0.288997,0.211979,-0.930881,0.0905658,-0.353919,0.867491,0.279763,-0.41133,0.190682,0.981459,-0.0194345,-0.405294,0.914185,-0.0015731,-0.406548,0.717053,-0.566175,0,0,0
000563,0.508265,0.701066,0.502993,227.834,46.2251,134.027,0.0005,0.504053,0.792955,0.342276,-0.642292,0.67344,0.365979,0,0,0,0,0,0,0.994424,0.103616,-0.0195919,-0.119963,0.937822,-0.325729,0,0,0,0.62101,0.743847,-0.247059,-0.780345,0.587211,-0.215048,0.698577,0.304122,0.647688,-0.709193,0.160859,0.686418,-0.0847098,0.89732,0.433175,0,0,0,0.263743,0.61203,0.745559,-0.335786,0.553594,0.762091,0,0,0,0,0,0,0.862547,0.477272,0.168002,-0.93535,0.28955,0.203177,-0.927985,0.0907879,-0.361389,0.870596,0.280758,-0.404026,0.190197,0.981582,-0.0179348,-0.405745,0.913969,-0.00557288,-0.405285,0.715811,-0.568647,0,0,0
000564,0.500763,0.705233,0.505894,227.834,46.2251,134.027,0.0005,0.504791,0.794099,0.338515,-0.639122,0.670821,0.376193,0,0,0,0,0,0,0.994054,0.103577,-0.033585,-0.120299,0.940695,-0.317207,0,0,0,0.620527,0.743279,-0.249965,-0.782768,0.58967,-0.198907,0.704188,0.30656,0.640421,-0.7055,0.160022,0.690407,-0.0840442,0.895415,0.437228,0,0,0,0.264179,0.614276,0.743555,-0.333944,0.552479,0.763707,0,0,0,0,0,0,0.864356,0.477696,0.15715,-0.93229,0.289126,0.217351,-0.933324,0.0908022,-0.347363,0.867491,0.279763,-0.41133,0.190699,0.981542,-0.0144356,-0.405287,0.91417,0.00592663,-0.40917,0.720744,-0.559561,0,0,0
000565,0.50831,0.706096,0.505473,227.834,46.2251,134.027,0.0005,0.503306,0.791798,0.346032,-0.641172,0.672984,0.368769,0,0,0,0,0,0,0.994443,0.103618,-0.0185924,-0.120758,0.940317,-0.318154,0,0,0,0.622419,0.744735,-0.240758,-0.781276,0.587915,-0.209674,0.698674,0.304709,0.647307,-0.709529,0.162473,0.68569,-0.084542,0.895369,0.437227,0,0,0,0.263135,0.611888,0.745891,0,0,0,0,0,0,0,0,0,0.862176,0.477068,0.170465,-0.935008,0.289967,0.204155,-0.928751,0.0903597,-0.359524,0.871974,0.281725,-0.400364,0.19071,0.981591,-0.0104365,-0.405751,0.913983,0.00142682,-0.407072,0.719026,-0.563288,0,0,0
000566,0.502577,0.705686,0.507926,227.834,46.2251,134.027,0.0005,0.504607,0.793814,0.339456,-0.639896,0.671638,0.373412,0,0,0,0,0,0,0.99418,0.103591,-0.0295872,-0.120354,0.941167,-0.315785,0,0,0,0.621393,0.743527,-0.24706,-0.782529,0.58949,-0.200376,0.704388,0.306102,0.640421,-0.707631,0.16153,0.687871,-0.0840816,0.89585,0.436329,0,0,0,0.264935,0.614758,0.742888,0,0,0,0,0,0,0,0,0,0.863939,0.477467,0.160112,-0.933113,0.28938,0.213445,-0.932679,0.0902375,-0.349238,0.869091,0.280801,-0.407224,0.190702,0.981556,-0.0134358,-0.405746,0.913972,0.00492667,-0.40827,0.722212,-0.558323,0,0,0
000567,0.502877,0.708241,0.503042,227.834,46.2251,134.027,0.0005,0.503915,0.79182,0.345094,-0.638603,0.670274,0.378046,0,0,0,0,0,0,0.994194,0.103592,-0.0290874,-0.120373,0.941323,-0.31531,0,0,0,0.621249,0.744129,-0.245606,-0.782749,0.58903,-0.200866,0.700851,0.304565,0.645018,-0.704268,0.160768,0.691491,-0.0838368,0.893006,0.442168,0,0,0,0.261769,0.61126,0.746886,0,0,0,0,0,0,0,0,0,0.863128,0.477592,0.164058,-0.932601,0.289222,0.215886,-0.931535,0.0911315,-0.352047,0.868272,0.280013,-0.409506,0.190712,0.981601,-0.00943673,-0.405737,0.913951,0.00842635,-0.408027,0.720745,-0.560393,0,0,0
000568,0.507147,0.701851,0.50488,227.834,46.2251,134.027,0.0005,0.504238,0.793242,0.341337,-0.641678,0.673518,0.36691,0,0,0,0,0,0,0.994383,0.103612,-0.0215909,-0.120076,0.938788,-0.322891,0,0,0,0.620706,0.744262,-0.246574,-0.78094,0.587661,-0.211629,0.69986,0.305225,0.645781,-0.70886,0.162322,0.686418,-0.0847098,0.89732,0.433175,0,0,0,0,0,0,-0.335752,0.554504,0.761443,0,0,0,0,0,0,0.862839,0.477433,0.166031,-0.934812,0.289906,0.205134,-0.929108,0.0903943,-0.35859,0.870443,0.281234,-0.404026,0.190689,0.981496,-0.017435,-0.405749,0.913978,-0.00357301,-0.406112,0.717299,-0.566177,0,0,0
000569,0.50058,0.701993,0.501768,227.834,46.2251,134.027,0.0005,0.504974,0.794383,0.337574,-0.639484,0.670477,0.376193,0,0,0,0,0,0,0.994055,0.103075,-0.0350841,-0.120039,0.938467,-0.323837,0,0,0,0.619546,0.742122,-0.255769,-0.782127,0.589186,-0.202825,0.702917,0.305463,0.642339,-0.70258,0.160385,0.693295,-0.0840629,0.895633,0.436779,0,0,0,0.264041,0.612713,0.744893,-0.33575,0.548702,0.765636,0,0,0,0,0,0,0.864251,0.478209,0.156162,-0.932334,0.288616,0.217839,-0.932408,0.0912159,-0.349706,0.865566,0.279671,-0.415427,0.19068,0.98145,-0.0199344,-0.405294,0.914185,0.00142683,-0.40696,0.717795,-0.564938,0,0,0
000570,0.509944,0.705712,0.504598,116.569,0.103292,290.627,0.0005,0.493612,0.802605,0.33492,-0.64906,0.669986,0.360332,0,0,0,0,0,0,0.992991,0.11634,-0.0208269,-0.13398,0.933783,-0.331811,0,0,0,0.611784,0.749641,-0.252506,-0.789162,0.574062,-0.218348,0.69567,0.32181,0.642248,-0.709859,0.162503,0.685341,-0.0949249,0.900228,0.424945,0,0,0,0.258129,0.62433,0.73728,-0.341384,0.558685,0.755863,0,0,0,0,0,0,0.856,0.490445,0.163485,-0.93871,0.280248,0.200709,-0.92973,0.0729779,-0.360939,0.867498,0.287157,-0.406187,0.17752,0.983802,-0.0248965,-0.417925,0.908404,-0.011876,-0.41773,0.704747,-0.57344,0,0,0
000571,0.502696,0.700863,0.503687,116.569,0.103292,290.627,0.0005,0.495193,0.806081,0.324062,-0.648288,0.668464,0.364525,0,0,0,0,0,0,0.992569,0.11629,-0.0358176,-0.133761,0.932127,-0.336523,0,0,0,0.609081,0.747163,-0.266024,-0.790585,0.574484,-0.212,0.70039,0.324541,0.635709,-0.704828,0.161358,0.690783,-0.0945911,0.901964,0.421323,0,0,0,0.258626,0.628106,0.73389,0,0,0,0,0,0,0,0,0,0.858099,0.49164,0.148177,-0.936192,0.280018,0.212448,-0.933806,0.0732957,-0.350191,0.862013,0.285351,-0.418938,0.177464,0.983509,-0.034891,-0.417465,0.908602,-0.012876,-0.419163,0.703234,-0.57425,0,0,0
000572,0.503007,0.707321,0.503682,116.569,0.103292,290.627,0.0005,0.494318,0.803735,0.331149,-0.6464,0.667225,0.370106,0,0,0,0,0,0,0.99268,0.1158,-0.0343185,-0.13411,0.934766,-0.328979,0,0,0,0.610641,0.748262,-0.259271,-0.791137,0.575506,-0.207112,0.698656,0.32374,0.638022,-0.704491,0.161282,0.691145,-0.0942626,0.898581,0.428564,0,0,0,0.257029,0.625585,0.7366,0,0,0,0,0,0,0,0,0,0.857693,0.490834,0.15312,-0.935783,0.279896,0.214402,-0.933941,0.0738078,-0.349723,0.863202,0.285743,-0.416212,0.17752,0.983802,-0.0248965,-0.417951,0.908461,-0.00387664,-0.419599,0.706961,-0.569335,0,0,0
000573,0.501581,0.701322,0.504857,116.569,0.103292,290.627,0.0005,0.495876,0.806231,0.322644,-0.648035,0.668201,0.365456,0,0,0,0,0,0,0.992496,0.116282,-0.0378161,-0.133805,0.93246,-0.335581,0,0,0,0.609383,0.746744,-0.266507,-0.790506,0.575665,-0.209068,0.702041,0.324752,0.633778,-0.704828,0.161358,0.690783,-0.0945911,0.901964,0.421323,0,0,0,0.258589,0.629313,0.732869,-0.340992,0.558038,0.756517,0,0,0,0,0,0,0.858355,0.491786,0.146199,-0.936029,0.279447,0.213913,-0.934849,0.0733771,-0.34738,0.861813,0.285286,-0.419392,0.177467,0.983526,-0.0343914,-0.417475,0.908623,-0.0108762,-0.418307,0.705737,-0.5718,0,0,0
000574,0.501285,0.700405,0.50959,116.569,0.103292,290.627,0.0005,0.496555,0.807319,0.318856,-0.648918,0.669118,0.362196,0,0,0,0,0,0,0.992438,0.116778,-0.0378161,-0.133893,0.933123,-0.333696,0,0,0,0.609553,0.746949,-0.265543,-0.791053,0.575445,-0.207601,0.704699,0.326531,0.629902,-0.708298,0.161635,0.68716,-0.0947934,0.90405,0.416783,0,0,0,0.260463,0.632493,0.72946,-0.34252,0.561525,0.753239,0,0,0,0,0,0,0.858918,0.491531,0.143726,-0.936437,0.279569,0.211959,-0.936016,0.0739696,-0.344096,0.862807,0.285613,-0.417121,0.177457,0.983474,-0.0358903,-0.417468,0.908607,-0.012376,-0.420173,0.706953,-0.568922,0,0,0
000575,0.508867,0.707298,0.506702,116.569,0.103292,290.627,0.0005,0.493187,0.802868,0.334919,-0.648685,0.669596,0.36173,0,0,0,0,0,0,0.992901,0.116832,-0.0223259,-0.134132,0.934929,-0.328507,0,0,0,0.611637,0.750248,-0.251054,-0.789861,0.574573,-0.214443,0.696915,0.322936,0.640329,-0.710638,0.162167,0.684613,-0.0943865,0.899856,0.425852,0,0,0,0.257313,0.626264,0.735923,0,0,0,0,0,0,0,0,0,0.856142,0.490526,0.162498,-0.938181,0.280612,0.202667,-0.931022,0.0725772,-0.357673,0.867534,0.287695,-0.40573,0.177529,0.983849,-0.0228975,-0.417938,0.908432,-0.00887628,-0.419312,0.706469,-0.570156,0,0,0
000576,0.508373,0.706802,0.501242,116.569,0.103292,290.627,0.0005,0.493257,0.802036,0.336804,-0.647676,0.668549,0.365456,0,0,0,0,0,0,0.992878,0.11683,-0.0233253,-0.134453,0.933548,-0.33228,0,0,0,0.611073,0.749567,-0.254439,-0.789306,0.574787,-0.215908,0.694502,0.321271,0.643779,-0.706621,0.161253,0.688974,-0.0947392,0.898316,0.429014,0,0,0,0.255889,0.622862,0.739299,-0.33725,0.55765,0.758478,0,0,0,0,0,0,0.856071,0.490486,0.162991,-0.937594,0.280436,0.205603,-0.930089,0.0730059,-0.360006,0.865754,0.286583,-0.410294,0.177031,0.983903,-0.0243967,-0.417936,0.908428,-0.00937624,-0.417441,0.704251,-0.574258,0,0,0
000577,0.506679,0.702761,0.504108,116.569,0.103292,290.627,0.0005,0.494667,0.804295,0.329261,-0.648685,0.669596,0.36173,0,0,0,0,0,0,0.992822,0.11632,-0.0278225,-0.1343,0.932389,-0.335579,0,0,0,0.609866,0.748894,-0.259269,-0.7896,0.574383,-0.215908,0.698496,0.322565,0.638792,-0.707963,0.161559,0.687523,-0.09453,0.901334,0.422683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857041,0.491038,0.156083,-0.937737,0.279957,0.205603,-0.931556,0.0726188,-0.356272,0.864815,0.2868,-0.412116,0.177488,0.983638,-0.0308934,-0.417917,0.908387,-0.0133759,-0.417872,0.703997,-0.574257,0,0,0
000578,0.500553,0.707198,0.50743,116.569,0.103292,290.627,0.0005,0.495614,0.804867,0.326428,-0.6464,0.667225,0.370106,0,0,0,0,0,0,0.992458,0.116277,-0.0388154,-0.134239,0.93574,-0.326146,0,0,0,0.609783,0.748794,-0.259752,-0.792044,0.57617,-0.201728,0.702406,0.325472,0.633004,-0.705723,0.160536,0.69006,-0.0943865,0.899856,0.425852,0,0,0,0.260011,0.62753,0.733894,-0.339746,0.55791,0.757172,0,0,0,0,0,0,0.858347,0.491206,0.148177,-0.93541,0.279263,0.216843,-0.936095,0.0729726,-0.344096,0.86265,0.286087,-0.417121,0.177515,0.983777,-0.025896,-0.417498,0.908675,-0.00237679,-0.421027,0.709412,-0.565218,0,0,0
000579,0.501376,0.704524,0.505401,116.569,0.103292,290.627,0.0005,0.495275,0.805268,0.325955,-0.646912,0.667757,0.368247,0,0,0,0,0,0,0.992496,0.116282,-0.0378161,-0.134024,0.934112,-0.330867,0,0,0,0.609283,0.748191,-0.262648,-0.791303,0.575628,-0.206133,0.701753,0.324619,0.634165,-0.704828,0.161358,0.690783,-0.0944482,0.900491,0.424494,0,0,0,0,0,0,-0.339318,0.558169,0.757173,0,0,0,0,0,0,0.858099,0.49164,0.148177,-0.935577,0.279834,0.215378,-0.935195,0.073404,-0.346442,0.862253,0.285957,-0.418029,0.177494,0.983668,-0.029894,-0.41749,0.908656,-0.00687644,-0.42046,0.706453,-0.569331,0,0,0
000580,0.504337,0.700237,0.500819,153.886,57.7845,108.939,0.0005,0.523553,0.777949,0.347402,-0.624417,0.689165,0.367634,0,0,0,0,0,0,0.997006,0.075363,-0.0173053,-0.0899279,0.941662,-0.324325,0,0,0,0.643365,0.725496,-0.244413,-0.762269,0.610066,-0.216252,0.701913,0.282531,0.653831,-0.707131,0.178083,0.68429,-0.0630023,0.897028,0.43746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875365,0.452044,0.17144,-0.927265,0.314761,0.202744,-0.923239,0.118064,-0.365636,0.879049,0.256815,-0.401645,0.218718,0.975667,-0.015361,-0.379114,0.92534,-0.00419885,0,0,0,0,0,0
000581,0.50229,0.706945,0.500115,153.886,57.7845,108.939,0.0005,0.522368,0.776213,0.353022,-0.622546,0.686344,0.375989,0,0,0,0,0,0,0.996939,0.075358,-0.0208045,-0.090171,0.944532,-0.315799,0,0,0,0.644388,0.725885,-0.240533,-0.763442,0.611652,-0.207457,0.701119,0.282751,0.654587,-0.704015,0.177816,0.687564,-0.0627546,0.893062,0.445535,0,0,0,0,0,0,-0.323957,0.554936,0.766223,0,0,0,0,0,0,0.875136,0.451926,0.172918,-0.925737,0.314771,0.209593,-0.924862,0.118271,-0.361445,0.878523,0.257183,-0.40256,0.21874,0.975762,-0.00636231,-0.379109,0.925327,0.00680068,-0.380715,0.732299,-0.564618,0,0,0
000582,0.505486,0.706041,0.508262,153.886,57.7845,108.939,0.0005,0.522548,0.777364,0.350213,-0.625034,0.689102,0.366704,0,0,0,0,0,0,0.997053,0.0753666,-0.0143061,-0.0902504,0.945471,-0.312952,0,0,0,0.645421,0.727031,-0.23422,-0.763348,0.610934,-0.209902,0.704147,0.283967,0.650799,-0.711637,0.17973,0.679169,-0.0629887,0.89681,0.43791,0,0,0,0.274925,0.603559,0.74842,-0.329334,0.560191,0.760082,0,0,0,0,0,0,0.874597,0.452211,0.174887,-0.927742,0.314923,0.200296,-0.924683,0.118248,-0.361911,0.882625,0.257331,-0.393388,0.218741,0.975765,-0.0058624,-0.379578,0.925154,0.0033009,0,0,0,0,0,0
000583,0.502477,0.708796,0.506228,153.886,57.7845,108.939,0.0005,0.523179,0.776515,0.351151,-0.623174,0.68704,0.373671,0,0,0,0,0,0,0.99696,0.0753595,-0.0198047,-0.090329,0.946403,-0.310102,0,0,0,0.644516,0.72752,-0.23519,-0.764082,0.612168,-0.203542,0.704147,0.283967,0.650799,-0.708125,0.178333,0.683195,-0.0628239,0.894171,0.443296,0,0,0,0.272934,0.602823,0.749741,-0.325882,0.558239,0.763001,0,0,0,0,0,0,0.875212,0.451965,0.172425,-0.925873,0.315345,0.208126,-0.926175,0.117934,-0.358179,0.880725,0.25678,-0.39798,0.218745,0.975778,-0.00286301,-0.379564,0.925119,0.00930033,0,0,0,0,0,0
000584,0.502509,0.700742,0.50094,153.886,57.7845,108.939,0.0005,0.524261,0.778098,0.345997,-0.624664,0.687946,0.369493,0,0,0,0,0,0,0.996939,0.075358,-0.0208045,-0.0899552,0.941984,-0.323379,0,0,0,0.64341,0.724799,-0.246352,-0.762771,0.61047,-0.213322,0,0,0,-0.705802,0.177749,0.685747,-0.062975,0.896591,0.438359,0,0,0,0.273232,0.602274,0.750073,0,0,0,0,0,0,0,0,0,0.875744,0.452238,0.168977,-0.926426,0.315005,0.20617,-0.924503,0.118225,-0.362377,0.878028,0.255999,-0.404391,0.218718,0.975667,-0.015361,-0.379117,0.925346,-0.00219893,0,0,0,0,0,0
000585,0.507933,0.709428,0.508563,153.886,57.7845,108.939,0.0005,0.521354,0.775615,0.355826,-0.625034,0.689102,0.366704,0,0,0,0,0,0,0.997112,0.075371,-0.00930754,-0.090355,0.946711,-0.309151,0,0,0,0.646128,0.728562,-0.22741,-0.762723,0.611715,-0.209902,0.702029,0.283117,0.653452,-0.712953,0.18006,0.6777,-0.0633779,0.89502,0.441501,0,0,0,0.274141,0.601858,0.750076,0,0,0,0,0,0,0,0,0,0.873877,0.45128,0.18079,-0.928307,0.315115,0.197356,-0.923421,0.118087,-0.365171,0.884689,0.257929,-0.388328,0.218746,0.975782,0.000136154,-0.379574,0.925143,0.00580075,-0.382057,0.736032,-0.558829,0,0,0
000586,0.5011,0.705609,0.501314,153.886,57.7845,108.939,0.0005,0.523061,0.777229,0.349746,-0.623168,0.686287,0.375061,0,0,0,0,0,0,0.996858,0.0758533,-0.0228039,-0.0901443,0.944217,-0.316748,0,0,0,0.643691,0.725858,-0.242473,-0.763916,0.611392,-0.206478,0.703124,0.283018,0.652317,-0.703893,0.178301,0.687564,-0.0628239,0.894171,0.443296,0,0,0,0.273809,0.599944,0.751728,0,0,0,0,0,0,0,0,0,0.875669,0.4522,0.16947,-0.925539,0.314703,0.210571,-0.925577,0.118362,-0.359579,0.878028,0.255999,-0.404391,0.218737,0.975748,-0.008362,-0.379111,0.925333,0.00580077,0,0,0,0,0,0
000587,0.503544,0.70508,0.507597,153.886,57.7845,108.939,0.0005,0.523553,0.777949,0.347402,-0.624541,0.688556,0.368564,0,0,0,0,0,0,0.996988,0.0753617,-0.0183051,-0.0902108,0.945003,-0.314376,0,0,0,0.644199,0.727169,-0.237133,-0.763361,0.611587,-0.207946,0.705727,0.283524,0.64928,-0.709988,0.179316,0.681002,-0.0629887,0.89681,0.43791,0,0,0,0,0,0,-0.326984,0.561123,0.760409,0,0,0,0,0,0,0.875365,0.452044,0.17144,-0.926912,0.315169,0.203723,-0.925692,0.11888,-0.359112,0.881157,0.257426,-0.396603,0.218738,0.975752,-0.00786207,-0.379578,0.925154,0.0033009,0,0,0,0,0,0
000588,0.509096,0.700701,0.509561,153.886,57.7845,108.939,0.0005,0.523553,0.777949,0.347402,-0.627458,0.69179,0.357384,0,0,0,0,0,0,0.997091,0.0758708,-0.0073083,-0.0900638,0.943266,-0.319591,0,0,0,0.645047,0.727362,-0.234219,-0.761221,0.610505,-0.218693,0,0,0,-0.715575,0.180719,0.674754,-0.0636902,0.900028,0.431154,0,0,0,0.275111,0.60635,0.746092,0,0,0,0,0,0,0,0,0,0.874513,0.451607,0.176855,-0.929089,0.316436,0.191472,-0.922393,0.117452,-0.367962,0.884363,0.258354,-0.388788,0.218727,0.975708,-0.0123614,-0.379572,0.925138,-0.00669866,0,0,0,0,0,0
000589,0.503943,0.70212,0.507172,153.886,57.7845,108.939,0.0005,0.523529,0.7788,0.345525,-0.625279,0.689374,0.365773,0,0,0,0,0,0,0.997035,0.0748638,-0.0178052,-0.0900908,0.943584,-0.318644,0,0,0,0.644094,0.726306,-0.240047,-0.76279,0.611127,-0.211368,0.70554,0.283988,0.64928,-0.71077,0.178997,0.680269,-0.0630837,0.898334,0.434761,0,0,0,0.275551,0.604917,0.747092,0,0,0,0,0,0,0,0,0,0.875593,0.452161,0.169962,-0.927296,0.3153,0.201765,-0.925105,0.117797,-0.360978,0.880916,0.256835,-0.397521,0.218727,0.975708,-0.0123614,-0.37958,0.925158,-0.00119895,0,0,0,0,0,0
000590,0.504431,0.709703,0.505482,131.282,207.293,48.4151,0.0005,0.538116,0.746347,0.39166,-0.608973,0.685054,0.399816,0,0,0,0,0,0,0.998635,0.0517095,-0.00732915,-0.0648455,0.961485,-0.267099,0,0,0,0.664215,0.721518,-0.195524,-0.747005,0.639548,-0.181555,0.705459,0.235762,0.668389,-0.708734,0.164968,0.685917,-0.0437483,0.874392,0.483244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884109,0.42184,0.201003,-0.920055,0.328077,0.214161,-0.919444,0.157368,-0.360359,0.890208,0.253843,-0.378276,0.242584,0.969145,0.0437185,-0.356591,0.932976,0.0489715,-0.359792,0.77016,-0.526691,0,0,0
000591,0.508062,0.70312,0.507832,131.282,207.293,48.4151,0.0005,0.539671,0.747624,0.387057,-0.612107,0.688599,0.388789,0,0,0,0,0,0,0.998636,0.0522101,-0.000330614,-0.064723,0.959321,-0.274798,0,0,0,0.664314,0.720893,-0.197485,-0.745193,0.638649,-0.19187,0.705301,0.236236,0.668389,-0.713838,0.165635,0.680441,-0.0444388,0.878915,0.474904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883927,0.421753,0.201983,-0.922122,0.328813,0.203894,-0.917296,0.157002,-0.365949,0.892017,0.254355,-0.373644,0.242659,0.969435,0.0362258,-0.356772,0.933459,0.0369833,-0.358701,0.766579,-0.532626,0,0,0
000592,0.508122,0.706112,0.501567,131.282,207.293,48.4151,0.0005,0.537824,0.745103,0.39442,-0.610159,0.686395,0.395687,0,0,0,0,0,0,0.998662,0.0517109,-0.000330614,-0.0647385,0.959595,-0.273837,0,0,0,0.663781,0.721785,-0.196013,-0.745266,0.638712,-0.191379,0.700845,0.23475,0.673579,-0.708955,0.165532,0.685552,-0.0437585,0.874633,0.482807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883097,0.42136,0.206387,-0.921347,0.328537,0.207808,-0.91593,0.156262,-0.369668,0.890934,0.254049,-0.376424,0.24261,0.969248,0.0412213,-0.35671,0.933294,0.0414797,-0.358144,0.765366,-0.534741,0,0,0
000593,0.506954,0.702088,0.505397,131.282,207.293,48.4151,0.0005,0.54019,0.747487,0.386597,-0.611591,0.688015,0.390631,0,0,0,0,0,0,0.998632,0.0522099,-0.00282995,-0.0646838,0.958632,-0.277201,0,0,0,0.663539,0.720796,-0.200424,-0.745446,0.638207,-0.19236,0.704666,0.236024,0.669132,-0.711514,0.165097,0.683001,-0.0439195,0.878464,0.475786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883894,0.422291,0.201003,-0.921639,0.328641,0.20634,-0.917296,0.157002,-0.365949,0.890572,0.253946,-0.37735,0.242672,0.969487,0.0347268,-0.356778,0.933476,0.0364836,-0.358144,0.765366,-0.534741,0,0,0
000594,0.507975,0.703143,0.50565,131.282,207.293,48.4151,0.0005,0.539327,0.747155,0.388439,-0.611591,0.688015,0.390631,0,0,0,0,0,0,0.998662,0.0517108,-0.000830466,-0.0647073,0.959046,-0.27576,0,0,0,0.663879,0.721159,-0.197974,-0.745048,0.638524,-0.192851,0.704031,0.235813,0.669875,-0.712624,0.164841,0.681905,-0.0443989,0.877964,0.476663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883744,0.421667,0.202962,-0.92193,0.328744,0.204873,-0.916935,0.15694,-0.366879,0.89157,0.253189,-0.375498,0.242654,0.969417,0.0367254,-0.356772,0.933459,0.0369833,-0.358367,0.765852,-0.533895,0,0,0
